source_pair_key,15ms_to_500ms_000,15ms_to_500ms_001,15ms_to_500ms_002,15ms_to_500ms_003,15ms_to_500ms_004,15ms_to_500ms_005,15ms_to_500ms_006,15ms_to_500ms_007,15ms_to_500ms_008,15ms_to_500ms_009,15ms_to_500ms_010,15ms_to_500ms_011,15ms_to_500ms_012,15ms_to_500ms_013,15ms_to_500ms_014,15ms_to_500ms_015,15ms_to_500ms_016,15ms_to_500ms_017,15ms_to_500ms_018,15ms_to_500ms_019,15ms_to_500ms_020,15ms_to_500ms_021,15ms_to_500ms_022,15ms_to_500ms_023,15ms_to_500ms_024,15ms_to_500ms_025,15ms_to_500ms_026,15ms_to_500ms_027,15ms_to_500ms_028,15ms_to_500ms_029,15ms_to_500ms_030,15ms_to_500ms_031,15ms_to_500ms_032,15ms_to_500ms_033,15ms_to_500ms_034,15ms_to_500ms_035,15ms_to_500ms_036,15ms_to_500ms_037,15ms_to_500ms_038,15ms_to_500ms_039,15ms_to_500ms_040,15ms_to_500ms_041,15ms_to_500ms_042,15ms_to_500ms_043,15ms_to_500ms_044,15ms_to_500ms_045,15ms_to_500ms_046,15ms_to_500ms_047,15ms_to_500ms_048,15ms_to_500ms_049,15ms_to_500ms_050,15ms_to_500ms_051,15ms_to_500ms_052,15ms_to_500ms_053,15ms_to_500ms_054,15ms_to_500ms_055,15ms_to_500ms_056,15ms_to_500ms_057,15ms_to_500ms_058,15ms_to_500ms_059,15ms_to_500ms_060,15ms_to_500ms_061,15ms_to_500ms_062,15ms_to_500ms_063,15ms_to_500ms_064,15ms_to_500ms_065,15ms_to_500ms_066,15ms_to_500ms_067,15ms_to_500ms_068,15ms_to_500ms_069,15ms_to_500ms_070,15ms_to_500ms_071,15ms_to_500ms_072,15ms_to_500ms_073,15ms_to_500ms_074,15ms_to_500ms_075,15ms_to_500ms_076,15ms_to_500ms_077,15ms_to_500ms_078,15ms_to_500ms_079,15ms_to_500ms_080,15ms_to_500ms_081,15ms_to_500ms_082,15ms_to_500ms_083,15ms_to_500ms_084,15ms_to_500ms_085,15ms_to_500ms_086,15ms_to_500ms_087,15ms_to_500ms_088,15ms_to_500ms_089,15ms_to_500ms_090,15ms_to_500ms_091,15ms_to_500ms_092,15ms_to_500ms_093,15ms_to_500ms_094,15ms_to_500ms_095,15ms_to_500ms_096,15ms_to_500ms_097,15ms_to_500ms_098,15ms_to_500ms_099
15ms_to_500ms_000,1.0,0.9449080177297836,0.9450881077752444,0.9438870749377392,0.9450048631606536,0.9419911949692692,0.9318224468215968,0.9311153712675336,0.9323765425277464,0.9357588256305752,0.9378029403365749,0.9387408682380612,0.9411957005652736,0.94086357171277,0.9349434950121628,0.9363180693648392,0.9367995219756368,0.9377395352408926,0.9405875115051509,0.9401645598250938,0.9419841545452718,0.938028114391068,0.9368839710317366,0.9367024983339312,0.9365469303772168,0.9342634766376722,0.9355049677124172,0.936494466947969,0.9353616115845396,0.9349452912286932,0.9366957917491778,0.9361502078106838,0.9374325544731432,0.9351197764992144,0.9349427941287618,0.9352635865200704,0.9356573212282084,0.935332925393174,0.9355935481877848,0.935265405765148,0.934732245182444,0.9340435411683632,0.9346360088350586,0.9344464554164036,0.9337232183518852,0.9360526208312374,0.9373362078348164,0.9355401759133674,0.9358430583193844,0.9349129984256632,0.9350037961567,0.935006324129278,0.9340817506677108,0.935970334040258,0.936048408456164,0.9345766318772164,0.9353573346623582,0.935167450200723,0.9353343975201668,0.9353744343112854,0.9351305483062006,0.9366302036751024,0.9352701297626566,0.9348416793986762,0.9338982095459216,0.9342705849483334,0.9329797835080508,0.9325111421877832,0.930971403947869,0.932718936340522,0.933735927313574,0.9319391225857188,0.9342591570676828,0.9344278414697186,0.9345026277727104,0.9323448754547682,0.9354277922282284,0.9333765846030884,0.9333711323734538,0.9326346471499192,0.934286662121394,0.9353667260454824,0.9342770012654392,0.9322484089872416,0.934816359014866,0.933178677708994,0.9343858149837164,0.9335880837864612,0.9324362721453456,0.933131475833983,0.9346499709125008,0.9323674480513195,0.93376129835278,0.9337778721213188,0.9337158797684796,0.934058210463916,0.9333440174797056,0.9343530058980728,0.9343654313987514,0.9328740752038112
15ms_to_500ms_001,0.9449080177297836,1.0,0.9444178044637096,0.9451006169815716,0.943573798143504,0.9424271611000512,0.9310672679729386,0.93184449385263,0.9316592319502504,0.9366472232053904,0.9380923512426866,0.93765675927875,0.9421163452228706,0.9420891378202098,0.934830125449859,0.9371549136364294,0.935781604602975,0.938238383859404,0.9398052320110986,0.9405465034629368,0.9410560918209387,0.939297372237176,0.937011687893346,0.9371563338672256,0.93640889359804,0.9351003856582,0.9352363873089424,0.9366989213752572,0.9340860761021862,0.9345974562490578,0.9360030755007436,0.9376070211756288,0.9370274168721242,0.9367887123467458,0.9356357437891096,0.9363305646793638,0.9358983915653134,0.935952414065921,0.936504990564922,0.9356675549931622,0.9353832362396588,0.9345210360328416,0.93582494998549,0.935166211590678,0.9350760028883456,0.9361001495338256,0.9362369499491644,0.935143432415969,0.9356377629581638,0.9357353089831554,0.936074429741532,0.9356221835427267,0.9346886701091716,0.935138769084902,0.9369523109110608,0.9347114224941367,0.936038102257774,0.9351782639281232,0.935267936732586,0.9360662657435612,0.9358216032888282,0.9366206363152718,0.935878446888218,0.935301848343257,0.9341214067402794,0.9345736565487768,0.9335675495171372,0.9316724331376592,0.9314535985677698,0.9330829695737738,0.9338907688716416,0.9327153638118671,0.9332491948575272,0.93516663704889,0.9343015460999232,0.9343836795396504,0.934986533736066,0.9327252102203036,0.9339390498825292,0.9334654396104992,0.9339568813174188,0.9355817379511012,0.9337924593824392,0.931879005077464,0.9359767687280016,0.9344150620503894,0.9351068324751942,0.9329975061846938,0.9331287699333533,0.9336736260188562,0.9354308905254908,0.9336430653993844,0.9336381308700308,0.9341870361448712,0.9348253473318824,0.9333491879799356,0.934549962631098,0.9331331332247246,0.9338993997053696,0.9334989806314884
15ms_to_500ms_002,0.9450881077752444,0.9444178044637096,1.0,0.943467666422762,0.9441035461221342,0.942458749365629,0.9311889751175416,0.932386550317289,0.9323462919722002,0.9359810936060502,0.9372860860863876,0.9374868921025112,0.94264155959689,0.942012161524118,0.9360813550123078,0.9383353420817252,0.9365144680390972,0.9383250757978896,0.941484841508076,0.9420088132180684,0.9431322130649696,0.9392382674823104,0.9377959142025244,0.9369029753456688,0.9371954195564232,0.9366106598437678,0.934775645994028,0.9375118050492022,0.9352299516637428,0.9364914134537212,0.9370006449647726,0.9365550536016556,0.9354016991310772,0.9371332041983864,0.9369753479760894,0.936877498354228,0.9361661500120644,0.935050188630631,0.9357434101805556,0.9366115344179652,0.935761798046481,0.9358342625523758,0.9372324009995234,0.9375116527854224,0.9354806879284402,0.937282921875676,0.937042420345224,0.936775849420993,0.9357101849788798,0.9361929695905182,0.9364364457859556,0.9362552486370777,0.9357921743403712,0.9364644880765636,0.9381033043779892,0.9350566343889138,0.9362317699066542,0.9370661523767684,0.9351268728740229,0.9362031267874288,0.935868061233161,0.93731767103663,0.936395101664478,0.935528802454766,0.935938631712818,0.935006715091588,0.9344662317797032,0.9334060041780994,0.9318690941205532,0.9335863317545284,0.9338894104470676,0.9341176239689108,0.934094423801444,0.9343912171935478,0.935051445293006,0.9347555412070642,0.9353914551542456,0.9346722659914648,0.9350155214987212,0.9336443772928203,0.9350906506237456,0.9353111174517452,0.9362793758728998,0.9332994532054618,0.935143494824576,0.9356194239038892,0.9354148919744448,0.9331784951629118,0.9350867661760806,0.9353981580813612,0.9348609125234966,0.9347250952140144,0.9342694867239882,0.9345589904937442,0.9344232909365616,0.9342560119654444,0.9343090891493994,0.9353237273835188,0.9351757587609866,0.9352426638038897
15ms_to_500ms_003,0.9438870749377392,0.9451006169815716,0.943467666422762,1.0,0.9429782189386926,0.942529406102836,0.9325013994486768,0.933462730757332,0.9341979018674658,0.937798286601386,0.939159335259235,0.9400878842927464,0.9432591422484652,0.9417463956670438,0.9356101302040508,0.9367363609463908,0.934736161809776,0.9369229598970062,0.9399988793492527,0.940680660590142,0.9421846097986064,0.9384252962350744,0.9371111301005638,0.9358035860172144,0.9349444308882502,0.934527203948094,0.9349109765424476,0.935520942644546,0.934035541793178,0.9339543275278008,0.9353209367111744,0.9366226106976736,0.9358617620410894,0.9353318781510832,0.9362287905736072,0.9340214995578237,0.934705419601001,0.9336251664203276,0.9344724560812372,0.9343790073142096,0.9351246811428096,0.9332723797240462,0.9349683274465858,0.933972463446017,0.9342740187806624,0.9349172279036926,0.9364957506938107,0.9348948880527188,0.9341168801660352,0.9352200991283682,0.9347667610951824,0.9343140766313937,0.9334588023409836,0.9347151355626392,0.9359202244215477,0.9343342984241384,0.9350942253491537,0.9349954930503404,0.935253030364732,0.9350174163337877,0.9340255555588828,0.9356187880269988,0.9352453827398504,0.9350867664570254,0.934572155391704,0.933246271018061,0.932388232652596,0.9324287340868768,0.9307189210542814,0.9335046123793228,0.9328007321945736,0.931408651091744,0.9321172337142096,0.9331263287185756,0.9338542553991596,0.9322968097709136,0.9335073144197704,0.9335746238981276,0.9325209259981312,0.9328676389840006,0.9327139314952176,0.9342656682797514,0.9335282031232982,0.9322716303188306,0.9344874647725716,0.9334976029620012,0.9347584593164926,0.9323023415499108,0.9326525588127992,0.933352069412733,0.9344207528484012,0.9314340906036878,0.93229829207371,0.932876632457398,0.9348964140550912,0.9337002194031592,0.9328980883283038,0.9332033679057086,0.9335026786635152,0.9332394832974906
15ms_to_500ms_004,0.9450048631606536,0.943573798143504,0.9441035461221342,0.9429782189386926,1.0,0.9430528874590144,0.9312646103558444,0.9333751154269516,0.9334179022179868,0.9367635589970258,0.938462367160618,0.9392692436703096,0.9427056095633592,0.9416238750225008,0.9349056328988836,0.9359234855626328,0.9358113773785262,0.9380189429200452,0.9393311607891858,0.941293959882831,0.942689031259213,0.9377333858661564,0.9358219005325226,0.9357464933925138,0.9357949088631166,0.9346673394389536,0.93492899737923,0.9347736923207478,0.9345505267320938,0.934694998217302,0.9351184353079084,0.9351581771943172,0.9354308362073872,0.9353649747524302,0.9348128421738084,0.9339843549779973,0.9341838144713448,0.9335386007186168,0.934722876545346,0.9355504972694276,0.9339870317867904,0.9345553811343588,0.9348492981691372,0.933804317271864,0.9338341606860936,0.9348113261410615,0.9352689917849144,0.9340106406453432,0.9353628538282044,0.9338521890678486,0.934751843986524,0.9347987180141026,0.9346995691532776,0.935094385026179,0.9356350149838502,0.9342602929759164,0.9346713799692674,0.9355673425280466,0.9339133408225342,0.9348575802205656,0.9331761518846428,0.934928062240651,0.9355184306690192,0.9339562978170888,0.9341464014272312,0.9328933559849408,0.932889775075334,0.9319233309350766,0.929630337714368,0.9315979812784002,0.9328242312003016,0.931574180886816,0.9314670968364503,0.9331069156408414,0.93309373458224,0.9325319624459338,0.933214491679667,0.9326436891591712,0.9326264408745134,0.9325490299579664,0.9339202374412844,0.9347955502172256,0.9334281197245295,0.933019978917452,0.9343676336852056,0.9325871879433068,0.9346895108467,0.9323843480300824,0.9328091354676272,0.9321920299305918,0.9345593495402076,0.9322442346885668,0.9323719513596596,0.9324381087014496,0.9337246693997838,0.9330271030771646,0.9328361643691444,0.9326822098593264,0.9343640355826752,0.9330641478476468
15ms_to_500ms_005,0.9419911949692692,0.9424271611000512,0.942458749365629,0.942529406102836,0.9430528874590144,1.0,0.956228106119025,0.9556114967425504,0.9558155434337572,0.9564488120699852,0.9578465983291355,0.9577407404047928,0.9566011406362434,0.9453902304166482,0.9284830570511884,0.931400794291552,0.930638829294468,0.9323694387149288,0.9371688189900416,0.9392095168028952,0.9405290803054006,0.935457856818948,0.9292918432551878,0.93009458506016,0.9281158577369636,0.926390003335266,0.9263982539512736,0.9283319763992056,0.926717200268822,0.9265349057476252,0.9294679900628802,0.928711141826811,0.9278301786881312,0.9266192937398168,0.926594113375906,0.9251466360522388,0.9269040865376222,0.9260904865572522,0.9271210324857524,0.9279952118069006,0.926631462411971,0.926397520227576,0.926813746835378,0.9262875155340308,0.9263809392048292,0.9271540846285548,0.9283341507830852,0.9274375794673358,0.9283541415870454,0.92604040084312,0.9267503080257696,0.92716781317426,0.926561085811279,0.9267412003377316,0.928459967322191,0.9256115759505814,0.9267630562177956,0.9276787514511792,0.926928767824795,0.9270045530772526,0.9262561810044168,0.9275767780497528,0.9275051472925576,0.9282401308706814,0.9261251216636744,0.925454236400361,0.9248507213346168,0.9216531040725996,0.9199042646891756,0.923619854243227,0.9227228679177244,0.923159937562233,0.9234459473599724,0.9239312103942784,0.9254166209840136,0.9240968010185748,0.9256242674700056,0.9248807877768114,0.925214853564462,0.9238962995893718,0.9242220602369072,0.925732002843926,0.925846937158139,0.9238086430938666,0.9251186093827396,0.925289080501704,0.9255638880562104,0.9236166677683184,0.9242097378255024,0.9254019989810618,0.9255121953738176,0.9246193634580198,0.9249055156859072,0.9251182752386526,0.9256548434790036,0.9257105491175904,0.9252280847411912,0.9254302676907552,0.9254333841949242,0.9254277764371608
15ms_to_500ms_006,0.9318224468215968,0.9310672679729386,0.9311889751175416,0.9325013994486768,0.9312646103558444,0.956228106119025,1.0,0.963019247495902,0.9627228613718076,0.9611021258617832,0.96181185367623,0.9614780161310535,0.956669807191178,0.9375280534370763,0.9131238632468608,0.917169573378502,0.9169067442964892,0.9182362582428448,0.925722144767784,0.9261916043766054,0.9303408674084788,0.9222086997966888,0.9154783108649268,0.9143487543107622,0.913891166496262,0.911211623172773,0.9112016573647986,0.91280536060487,0.912073028924884,0.9121668147394812,0.9138173350234878,0.9138325250036826,0.9137655288477706,0.9108227970906552,0.9117042320582746,0.9103321026732536,0.9114583655596924,0.9101275273779278,0.9116416905473724,0.9133234277325596,0.9108292784858684,0.9102534906962608,0.9124928053070352,0.9107569512864336,0.9113902713662464,0.9126522522200716,0.9137342850684964,0.913429350787516,0.9131481129642076,0.9106684484326628,0.912012332826072,0.913256090944569,0.912071333483484,0.9107772132896474,0.9146908480986804,0.9101491244053156,0.9119891450564308,0.9122126985020684,0.911505338181384,0.9101497455936928,0.9116428373764484,0.9134472397011856,0.9120257523884768,0.9121537677535538,0.9117963540388978,0.9097739137622316,0.9085736485065868,0.9056780353981384,0.904400917273825,0.9073156711832318,0.9068095818608568,0.9077911748926846,0.9077671307012096,0.908758885634228,0.9091486216991226,0.9081728241912485,0.9105621225546509,0.9092607597684786,0.9092747730301508,0.9095435167716126,0.9086880596733756,0.9105942180957995,0.9101069679489684,0.906566409169688,0.9104694043924636,0.909375337793782,0.9099008048854076,0.9065181791040912,0.909608607212676,0.9095047201163426,0.9104395423762184,0.9095804499040758,0.90852652990268,0.9081741122221532,0.909862436071205,0.9103244259386172,0.9097373209244758,0.9084795214077198,0.9084752090897488,0.909745082995013
15ms_to_500ms_007,0.9311153712675336,0.93184449385263,0.932386550317289,0.933462730757332,0.9333751154269516,0.9556114967425504,0.963019247495902,1.0,0.9626596543457924,0.9627363010212604,0.962090299411887,0.961540871996439,0.957686874493104,0.9380762981765371,0.9137674723140742,0.9183780058968531,0.9174793390306166,0.9192752948020156,0.9262950376879372,0.9278074590672734,0.9313941950232566,0.9232372041289808,0.915830158767022,0.915852253443987,0.9152909061173532,0.9118684087995498,0.9117912689080536,0.914713726909986,0.9123920550465074,0.9120202314747136,0.9143078905235884,0.915742532288378,0.9143958022072588,0.9113202773169038,0.9128761537918126,0.9110388602398104,0.912459747671369,0.9116234604033286,0.9119498039619932,0.9145773969084398,0.9114055341173668,0.911282386022828,0.9131672779012738,0.9113562518532908,0.9117466052992323,0.9137689195119564,0.9140429088091406,0.9142713451135752,0.9132107992236036,0.9115618219257454,0.9130484747690308,0.9130532493779342,0.9129897166045766,0.9123053965572452,0.9156382018766752,0.9108812238154492,0.9126437247515872,0.913516257634398,0.9117759064492468,0.9117362609570636,0.9114737851845732,0.9137219634416742,0.9133330027321312,0.9138553002639992,0.9128282375924528,0.9108631469941664,0.909333178763044,0.9063189004714142,0.9060606957916512,0.9090349961160552,0.9075088866325056,0.9092066080853044,0.9091459953747384,0.9093764214060576,0.9096748793676116,0.9090257519611656,0.9101514133094484,0.9105640117541068,0.9108854563478134,0.910970616515408,0.9095925011968844,0.9127239794335812,0.9111931672368832,0.9079523687588468,0.910707322992917,0.9104267396014976,0.9121128929579456,0.9086844632943296,0.9095374090076548,0.9110512516375324,0.9113301421074292,0.9103650473361417,0.9087484442830096,0.9094382182060924,0.911089085634256,0.9107232652146838,0.910739835930885,0.909750323591121,0.9090850346096432,0.9113540222898248
15ms_to_500ms_008,0.9323765425277464,0.9316592319502504,0.9323462919722002,0.9341979018674658,0.9334179022179868,0.9558155434337572,0.9627228613718076,0.9626596543457924,1.0,0.9619455577611202,0.9631334343483624,0.9614949479683068,0.9577862649015508,0.939019492403474,0.9145349584190792,0.9175412067993782,0.9174134328139508,0.9192903226291328,0.9274716984795216,0.9276609969292616,0.930858460403622,0.9241188582286244,0.9159946176502236,0.9158655242374744,0.9143136591178794,0.9109263913625129,0.912586929989271,0.9139850482351976,0.9124665975018376,0.9124026141259436,0.9139661633803272,0.9151838242201632,0.9142593610374448,0.9114153656583311,0.9119667909852464,0.9110755584109816,0.9126222764420588,0.9110286824888524,0.912256223023396,0.9149455670455678,0.9117034186190316,0.911126076213637,0.9126595086667024,0.9118351580362462,0.9127472920698014,0.9141175267295792,0.9137110053001792,0.9142480219751346,0.913749389843892,0.9121374664727114,0.912993872318147,0.914502357297584,0.912270527114976,0.9133418367936164,0.9155735910874884,0.9111449733696444,0.9122506674856812,0.9130772101445968,0.9132251356306584,0.9116899282187036,0.9115090617060462,0.9133527179472896,0.9135546356164396,0.913860444976228,0.913020219344687,0.9104498451060824,0.9089654699387768,0.9056936405514258,0.9053028253952232,0.907656242915625,0.9073167378779,0.9085528630009524,0.909183703162668,0.9104268064823104,0.9095246768792732,0.9092896893390936,0.9112391337313034,0.9106647492794768,0.9115135555095096,0.9106650452198852,0.90976397939029,0.9118391435360692,0.9118242230000516,0.9086029161881464,0.9116002583219044,0.9106714005511172,0.9123436943412224,0.90922329972165,0.9106416063710946,0.9111492720781428,0.911830719869536,0.9103223338199768,0.9091253744651518,0.910180435294048,0.9109801626931968,0.9111027909225402,0.9101554398724272,0.9095754605515918,0.9098733032049846,0.9106888680778752
15ms_to_500ms_009,0.9357588256305752,0.9366472232053904,0.9359810936060502,0.937798286601386,0.9367635589970258,0.9564488120699852,0.9611021258617832,0.9627363010212604,0.9619455577611202,1.0,0.9634142876133036,0.9627436509864716,0.9598925399989036,0.9429571546984556,0.9214453824171536,0.922755357641448,0.9225142262324656,0.924435442242076,0.9321254483421698,0.9322110488636622,0.9364839618069782,0.9290789739852852,0.9218086326980692,0.92010414683361,0.9204657623024788,0.9179490167157662,0.9186431027296676,0.920023300926767,0.9183828443635558,0.917636145441916,0.9204523904643428,0.9211971840686268,0.9196374334578128,0.9172313299405846,0.9174205628584176,0.9173959581613916,0.9181130383200248,0.917587236767044,0.9179165358928972,0.9193493593645866,0.918017224009398,0.9176594204959416,0.9188879697205652,0.917823286396845,0.917361263865796,0.9193786781536344,0.9194715909499864,0.9191775961438527,0.920060789569094,0.9179293400523176,0.9181480638577618,0.9191047670607828,0.9176980832836044,0.9183146489171236,0.922477361754826,0.9165849089926706,0.9194183782482864,0.9190816254777708,0.9180925498386558,0.9178130140625458,0.9173232042536752,0.919339223363998,0.9181083166103884,0.919593177166497,0.9178560720086112,0.9156299177742948,0.915458017070516,0.9114363188279576,0.9109167480498293,0.914960806914853,0.9132121362193236,0.9141727949965732,0.9151498588955556,0.9152778780542076,0.9158584398741856,0.9155205940172902,0.9176801543486932,0.917085133636582,0.9163902676217066,0.9165967985853892,0.9155914183642908,0.9169009200251768,0.9182013593159388,0.9146490906201048,0.9170129903663043,0.9168966001995004,0.9178110225236072,0.914859061978838,0.9156720410659888,0.9168623640409832,0.9173234533884578,0.916239466664314,0.914425960071298,0.915836874993162,0.9166872586982678,0.9167335812392085,0.9163203987724028,0.9142743028758652,0.9152553779729944,0.9165755643283044
